Year,Causes,Value
2018,Air Pollution,6260
2019,Air Pollution,6762
1990,Air Pollution,84242
1991,Air Pollution,82336
1992,Air Pollution,79997
1993,Air Pollution,79083
1994,Air Pollution,75698
1995,Air Pollution,74267
1996,Air Pollution,71552
1997,Air Pollution,68391
1998,Air Pollution,66114
1999,Air Pollution,63674
2000,Air Pollution,59879
2001,Air Pollution,56297
2002,Air Pollution,54684
2003,Air Pollution,52388
2004,Air Pollution,48885
2005,Air Pollution,46443
2006,Air Pollution,44402
2007,Air Pollution,43068
2008,Air Pollution,41488
2009,Air Pollution,39541
2010,Air Pollution,38003
2011,Air Pollution,36284
2012,Air Pollution,34872
2013,Air Pollution,33184
2014,Air Pollution,31226
2015,Air Pollution,30241
2016,Air Pollution,29579
2017,Air Pollution,29222
2018,Air Pollution,30265
2019,Air Pollution,30088
1990,Air Pollution,208294
1991,Air Pollution,206973
1992,Air Pollution,205571
1993,Air Pollution,209586
1994,Air Pollution,210952
1995,Air Pollution,212413
1996,Air Pollution,210465
1997,Air Pollution,209015
1998,Air Pollution,209535
1999,Air Pollution,210264
2000,Air Pollution,207048
2001,Air Pollution,203705
2002,Air Pollution,200529
2003,Air Pollution,194027
2004,Air Pollution,185568
2005,Air Pollution,182567
2006,Air Pollution,177079
2007,Air Pollution,167399
2008,Air Pollution,158522
2009,Air Pollution,149213
2010,Air Pollution,142656
2011,Air Pollution,141841
2012,Air Pollution,137277
2013,Air Pollution,132981
2014,Air Pollution,127605
2015,Air Pollution,125011
2016,Air Pollution,120186
2017,Air Pollution,116024
2018,Air Pollution,118553
2019,Air Pollution,120951
1990,Air Pollution,40
1991,Air Pollution,40
1992,Air Pollution,39
1993,Air Pollution,40
1994,Air Pollution,41
1995,Air Pollution,41
1996,Air Pollution,42
1997,Air Pollution,40
1998,Air Pollution,40
1999,Air Pollution,40
2000,Air Pollution,40
2001,Air Pollution,40
2002,Air Pollution,37
2003,Air Pollution,36
2004,Air Pollution,36
2005,Air Pollution,36
2006,Air Pollution,38
2007,Air Pollution,44
2008,Air Pollution,46
2009,Air Pollution,47
2010,Air Pollution,48
2011,Air Pollution,50
2012,Air Pollution,52
2013,Air Pollution,54
2014,Air Pollution,56
2015,Air Pollution,58
2016,Air Pollution,59
2017,Air Pollution,60
2018,Air Pollution,62
2019,Air Pollution,64
1990,Air Pollution,2596
1991,Air Pollution,2429
1992,Air Pollution,2444
1993,Air Pollution,2453
1994,Air Pollution,2370
1995,Air Pollution,2357
1996,Air Pollution,2291
1997,Air Pollution,2213
1998,Air Pollution,2225
1999,Air Pollution,2177
2000,Air Pollution,2058
2001,Air Pollution,1980
2002,Air Pollution,1924
2003,Air Pollution,1882
2004,Air Pollution,1804
2005,Air Pollution,1740
2006,Air Pollution,1686
2007,Air Pollution,1740
2008,Air Pollution,1653
2009,Air Pollution,1625
2010,Air Pollution,1640
2011,Air Pollution,1708
2012,Air Pollution,1722
2013,Air Pollution,1712
2014,Air Pollution,1691
2015,Air Pollution,1700
2016,Air Pollution,1658
2017,Air Pollution,1604
2018,Air Pollution,1629
2019,Air Pollution,1642
1990,Air Pollution,39064
1991,Air Pollution,41038
1992,Air Pollution,44036
1993,Air Pollution,48272
1994,Air Pollution,51776
1995,Air Pollution,53860
1996,Air Pollution,55440
1997,Air Pollution,55047
1998,Air Pollution,55112
1999,Air Pollution,54607
2000,Air Pollution,56088
2001,Air Pollution,56427
2002,Air Pollution,57152
2003,Air Pollution,57589
2004,Air Pollution,57748
2005,Air Pollution,59397
2006,Air Pollution,57567
2007,Air Pollution,57021
2008,Air Pollution,57096
2009,Air Pollution,56165
2010,Air Pollution,56293
2011,Air Pollution,57867
2012,Air Pollution,59279
2013,Air Pollution,59701
2014,Air Pollution,60238
2015,Air Pollution,60574
2016,Air Pollution,60421
2017,Air Pollution,60365
2018,Air Pollution,60461
2019,Air Pollution,60251
1990,Air Pollution,390
1991,Air Pollution,407
1992,Air Pollution,424
1993,Air Pollution,436
1994,Air Pollution,452
1995,Air Pollution,455
1996,Air Pollution,465
1997,Air Pollution,473
1998,Air Pollution,481
1999,Air Pollution,496
2000,Air Pollution,494
2001,Air Pollution,508
2002,Air Pollution,502
2003,Air Pollution,502
2004,Air Pollution,514
2005,Air Pollution,544
2006,Air Pollution,566
2007,Air Pollution,594
2008,Air Pollution,618
2009,Air Pollution,637
2010,Air Pollution,656
2011,Air Pollution,684
2012,Air Pollution,704
2013,Air Pollution,724
2014,Air Pollution,747
2015,Air Pollution,763
2016,Air Pollution,785
2017,Air Pollution,800
2018,Air Pollution,818
2019,Air Pollution,832
1990,Air Pollution,10530
1991,Air Pollution,10608
1992,Air Pollution,10887
1993,Air Pollution,11182
1994,Air Pollution,11861
1995,Air Pollution,11995
1996,Air Pollution,11884
1997,Air Pollution,11797
1998,Air Pollution,12515
1999,Air Pollution,12891
2000,Air Pollution,13099
2001,Air Pollution,13609
2002,Air Pollution,14227
2003,Air Pollution,15128
2004,Air Pollution,14455
2005,Air Pollution,14745
2006,Air Pollution,15812
2007,Air Pollution,16974
2008,Air Pollution,18349
2009,Air Pollution,19052
2010,Air Pollution,18600
2011,Air Pollution,19156
2012,Air Pollution,19995
2013,Air Pollution,19965
2014,Air Pollution,20343
2015,Air Pollution,20746
2016,Air Pollution,21401
2017,Air Pollution,21970
2018,Air Pollution,22995
2019,Air Pollution,25261
1990,Air Pollution,145636
1991,Air Pollution,144342
1992,Air Pollution,142794
1993,Air Pollution,141218
1994,Air Pollution,139759
1995,Air Pollution,138548
1996,Air Pollution,137531
1997,Air Pollution,136904
1998,Air Pollution,136386
1999,Air Pollution,136385
2000,Air Pollution,136683
2001,Air Pollution,138421
2002,Air Pollution,140410
2003,Air Pollution,143103
2004,Air Pollution,145596
2005,Air Pollution,147614
2006,Air Pollution,149350
2007,Air Pollution,152080
2008,Air Pollution,154325
2009,Air Pollution,155726
2010,Air Pollution,155736
2011,Air Pollution,155336
2012,Air Pollution,153820
2013,Air Pollution,151661
2014,Air Pollution,149299
2015,Air Pollution,147019
2016,Air Pollution,145205
2017,Air Pollution,143729
2018,Air Pollution,143535
2019,Air Pollution,143724
1990,Air Pollution,4142
1991,Air Pollution,4039
1992,Air Pollution,3947
1993,Air Pollution,3915
1994,Air Pollution,3772
1995,Air Pollution,3712
1996,Air Pollution,3578
1997,Air Pollution,3432
1998,Air Pollution,3325
1999,Air Pollution,3252
2000,Air Pollution,3079
2001,Air Pollution,2910
2002,Air Pollution,2827
2003,Air Pollution,2722
2004,Air Pollution,2565
2005,Air Pollution,2457
2006,Air Pollution,2330
2007,Air Pollution,2280
2008,Air Pollution,2203
2009,Air Pollution,2126
2010,Air Pollution,2049
2011,Air Pollution,1969
2012,Air Pollution,1904
2013,Air Pollution,1827
2014,Air Pollution,1693
2015,Air Pollution,1603
2016,Air Pollution,1478
2017,Air Pollution,1401
2018,Air Pollution,1468
2019,Air Pollution,1530
1990,Air Pollution,4313122
1991,Air Pollution,4309231
1992,Air Pollution,4313339
1993,Air Pollution,4303263
1994,Air Pollution,4265812
1995,Air Pollution,4226305
1996,Air Pollution,4205605
1997,Air Pollution,4163395
1998,Air Pollution,4129112
1999,Air Pollution,4168148
2000,Air Pollution,4229029
2001,Air Pollution,4251879
2002,Air Pollution,4293752
2003,Air Pollution,4336824
2004,Air Pollution,4405826
2005,Air Pollution,4378641
2006,Air Pollution,4255963
2007,Air Pollution,4200321
2008,Air Pollution,4234422
2009,Air Pollution,4270468
2010,Air Pollution,4326854
2011,Air Pollution,4335392
2012,Air Pollution,4296365
2013,Air Pollution,4276529
2014,Air Pollution,4273099
2015,Air Pollution,4279031
2016,Air Pollution,4295141
2017,Air Pollution,4265882
2018,Air Pollution,4239830
2019,Air Pollution,4286659
1990,Air Pollution,13113990
1991,Air Pollution,13122634
1992,Air Pollution,13171906
1993,Air Pollution,13235251
1994,Air Pollution,13238590
1995,Air Pollution,13196876
1996,Air Pollution,13177590
1997,Air Pollution,13222157
1998,Air Pollution,13180995
1999,Air Pollution,13180621
2000,Air Pollution,13226681
2001,Air Pollution,13253247
2002,Air Pollution,13315490
2003,Air Pollution,13311329
2004,Air Pollution,13220856
2005,Air Pollution,13250610
2006,Air Pollution,13198149
2007,Air Pollution,13202966
2008,Air Pollution,13306980
2009,Air Pollution,13254015
2010,Air Pollution,13288622
2011,Air Pollution,13322784
2012,Air Pollution,13340603
2013,Air Pollution,13386555
2014,Air Pollution,13371605
2015,Air Pollution,13414219
2016,Air Pollution,13351504
2017,Air Pollution,13276520
2018,Air Pollution,13353344
2019,Air Pollution,13491924
1990,Air Pollution,1069779
1991,Air Pollution,1057890
1992,Air Pollution,1037020
1993,Air Pollution,1029621
1994,Air Pollution,1015817
1995,Air Pollution,1010400
1996,Air Pollution,988204
1997,Air Pollution,969399
1998,Air Pollution,958450
1999,Air Pollution,947744
2000,Air Pollution,919914
2001,Air Pollution,898243
2002,Air Pollution,886985
2003,Air Pollution,871816
2004,Air Pollution,842949
2005,Air Pollution,831760
2006,Air Pollution,817331
2007,Air Pollution,806786
2008,Air Pollution,793989
2009,Air Pollution,781559
2010,Air Pollution,768806
2011,Air Pollution,764266
2012,Air Pollution,755588
2013,Air Pollution,741084
2014,Air Pollution,723084
2015,Air Pollution,720344
2016,Air Pollution,700818
2017,Air Pollution,692668
2018,Air Pollution,711053
2019,Air Pollution,725614
1990,Air Pollution,1335296
1991,Air Pollution,1343464
1992,Air Pollution,1358616
1993,Air Pollution,1372717
1994,Air Pollution,1384386
1995,Air Pollution,1395963
1996,Air Pollution,1401633
1997,Air Pollution,1406295
1998,Air Pollution,1410179
1999,Air Pollution,1411312
2000,Air Pollution,1408261
2001,Air Pollution,1401598
2002,Air Pollution,1396873
2003,Air Pollution,1396107
2004,Air Pollution,1393689
2005,Air Pollution,1394560
2006,Air Pollution,1394350
2007,Air Pollution,1393090
2008,Air Pollution,1389658
2009,Air Pollution,1385307
2010,Air Pollution,1380519
2011,Air Pollution,1381160
2012,Air Pollution,1382733
2013,Air Pollution,1384785
2014,Air Pollution,1385061
2015,Air Pollution,1384045
2016,Air Pollution,1382154
2017,Air Pollution,1376621
2018,Air Pollution,1378425
2019,Air Pollution,1380038
1990,Air Pollution,5583845
1991,Air Pollution,5604131
1992,Air Pollution,5630682
1993,Air Pollution,5642102
1994,Air Pollution,5653411
1995,Air Pollution,5662018
1996,Air Pollution,5699529
1997,Air Pollution,5822248
1998,Air Pollution,5843261
1999,Air Pollution,5809609
2000,Air Pollution,5835690
2001,Air Pollution,5884286
2002,Air Pollution,5920327
2003,Air Pollution,5899169
2004,Air Pollution,5803749
2005,Air Pollution,5880273
2006,Air Pollution,5992172
2007,Air Pollution,6077018
2008,Air Pollution,6156439
2009,Air Pollution,6086596
2010,Air Pollution,6081277
2011,Air Pollution,6143455
2012,Air Pollution,6231461
2013,Air Pollution,6328108
2014,Air Pollution,6342242
2015,Air Pollution,6392845
2016,Air Pollution,6351733
2017,Air Pollution,6341149
2018,Air Pollution,6424021
2019,Air Pollution,6487615
1990,Air Pollution,5119635
1991,Air Pollution,5111732
1992,Air Pollution,5140149
1993,Air Pollution,5185341
1994,Air Pollution,5179504
1995,Air Pollution,5123009
1996,Air Pollution,5082714
1997,Air Pollution,5018676
1998,Air Pollution,4963516
1999,Air Pollution,5006299
2000,Air Pollution,5057137
2001,Air Pollution,5063390
2002,Air Pollution,5105533
2003,Air Pollution,5138374
2004,Air Pollution,5174534
2005,Air Pollution,5138000
2006,Air Pollution,4988240
2007,Air Pollution,4919960
2008,Air Pollution,4960729
2009,Air Pollution,4994359
2010,Air Pollution,5051812
2011,Air Pollution,5027678
2012,Air Pollution,4964560
2013,Air Pollution,4926281
2014,Air Pollution,4914882
2015,Air Pollution,4910593
2016,Air Pollution,4910436
2017,Air Pollution,4859735
2018,Air Pollution,4833449
2019,Air Pollution,4892221
1990,Air Pollution,42504
1991,Air Pollution,42197
1992,Air Pollution,41979
1993,Air Pollution,41801
1994,Air Pollution,41617
1995,Air Pollution,41255
1996,Air Pollution,40941
1997,Air Pollution,40767
1998,Air Pollution,40406
1999,Air Pollution,40267
2000,Air Pollution,39926
2001,Air Pollution,39404
2002,Air Pollution,39274
2003,Air Pollution,38947
2004,Air Pollution,38615
2005,Air Pollution,38249
2006,Air Pollution,38222
2007,Air Pollution,38538
2008,Air Pollution,38957
2009,Air Pollution,38936
2010,Air Pollution,38586
2011,Air Pollution,38955
2012,Air Pollution,39240
2013,Air Pollution,39718
2014,Air Pollution,39838
2015,Air Pollution,40561
2016,Air Pollution,40923
2017,Air Pollution,41502
2018,Air Pollution,42104
2019,Air Pollution,42491
1990,Air Pollution,26193
1991,Air Pollution,26634
1992,Air Pollution,26964
1993,Air Pollution,27093
1994,Air Pollution,27226
1995,Air Pollution,27295
1996,Air Pollution,27127
1997,Air Pollution,26814
1998,Air Pollution,26571
1999,Air Pollution,26311
2000,Air Pollution,26145
2001,Air Pollution,25996
2002,Air Pollution,25689
2003,Air Pollution,25827
2004,Air Pollution,26269
2005,Air Pollution,26467
2006,Air Pollution,26695
2007,Air Pollution,26451
2008,Air Pollution,26259
2009,Air Pollution,25690
2010,Air Pollution,25458
2011,Air Pollution,25339
2012,Air Pollution,24945
2013,Air Pollution,24681
2014,Air Pollution,24365
2015,Air Pollution,24183
2016,Air Pollution,24054
2017,Air Pollution,23947
2018,Air Pollution,23735
2019,Air Pollution,23696
1990,Air Pollution,17874
1991,Air Pollution,17498
1992,Air Pollution,17528
1993,Air Pollution,17274
1994,Air Pollution,17327
1995,Air Pollution,17339
1996,Air Pollution,17054
1997,Air Pollution,17108
1998,Air Pollution,17618
1999,Air Pollution,18367
2000,Air Pollution,19289
2001,Air Pollution,19772
2002,Air Pollution,20540
2003,Air Pollution,21195
2004,Air Pollution,22024
2005,Air Pollution,22637
2006,Air Pollution,23585
2007,Air Pollution,24495
2008,Air Pollution,26162
2009,Air Pollution,26944
2010,Air Pollution,27233
2011,Air Pollution,27325
2012,Air Pollution,27027
2013,Air Pollution,26573
2014,Air Pollution,26499
2015,Air Pollution,26516
2016,Air Pollution,26277
2017,Air Pollution,25883
2018,Air Pollution,25527
2019,Air Pollution,25366
1990,Others,137375
1991,Others,143050
1992,Others,154896
1993,Others,170866
1994,Others,178842
1995,Others,187059
1996,Others,191060
1997,Others,196584
1998,Others,198557
1999,Others,198814
2000,Others,198345
2001,Others,199604
2002,Others,197470
2003,Others,196083
2004,Others,194223
2005,Others,190260
2006,Others,185180
2007,Others,180627
2008,Others,178117
2009,Others,175430
2010,Others,173381
2011,Others,172857
2012,Others,173131
2013,Others,173139
2014,Others,173842
2015,Others,175150
2016,Others,176952
2017,Others,179906
2018,Others,180892
2019,Others,181816
1990,Others,5810347
1991,Others,5977939
1992,Others,6070215
1993,Others,6174109
1994,Others,6361781
1995,Others,6487513
1996,Others,6645794
1997,Others,6795834
1998,Others,6924207
1999,Others,7013434
2000,Others,7081406
2001,Others,7105876
2002,Others,7114575
2003,Others,7093105
2004,Others,7041139
2005,Others,6969704
2006,Others,6902990
2007,Others,6771908
2008,Others,6638650
2009,Others,6531785
2010,Others,6425109
2011,Others,6327379
2012,Others,6224496
2013,Others,6144151
2014,Others,6088240
2015,Others,6035304
2016,Others,5997204
2017,Others,5947177
2018,Others,5823485
2019,Others,5756098
1990,Others,16239
1991,Others,16541
1992,Others,15981
1993,Others,15361
1994,Others,14582
1995,Others,14882
1996,Others,15306
1997,Others,15625
1998,Others,15855
1999,Others,15947
2000,Others,15976
2001,Others,15664
2002,Others,16546
2003,Others,17844
2004,Others,18226
2005,Others,18129
2006,Others,17481
2007,Others,17075
2008,Others,17667
2009,Others,17806
2010,Others,18225
2011,Others,18944
2012,Others,19465
2013,Others,20079
2014,Others,20953
2015,Others,21851
2016,Others,22418
2017,Others,22983
2018,Others,23561
2019,Others,24172
1990,Others,130870
1991,Others,132336
1992,Others,133800
1993,Others,135509
1994,Others,137362
1995,Others,138435
1996,Others,139124
1997,Others,139646
1998,Others,139943
1999,Others,142232
2000,Others,143148
2001,Others,143871
2002,Others,144736
2003,Others,145485
2004,Others,147009
2005,Others,148816
2006,Others,151187
2007,Others,153941
2008,Others,156835
2009,Others,160329
2010,Others,163591
2011,Others,168051
2012,Others,172560
2013,Others,177185
2014,Others,183242
2015,Others,189404
2016,Others,194153
2017,Others,199850
2018,Others,206958
2019,Others,213711
1990,Others,212
1991,Others,223
1992,Others,232
1993,Others,238
1994,Others,249
1995,Others,260
1996,Others,268
1997,Others,277
1998,Others,285
1999,Others,294
2000,Others,301
2001,Others,309
2002,Others,317
2003,Others,324
2004,Others,331
2005,Others,334
2006,Others,338
2007,Others,340
2008,Others,344
2009,Others,351
2010,Others,354
2011,Others,360
2012,Others,370
2013,Others,377
2014,Others,386
2015,Others,394
2016,Others,402
2017,Others,407
2018,Others,413
2019,Others,421
1990,Others,191
1991,Others,200
1992,Others,214
1993,Others,229
1994,Others,236
1995,Others,241
1996,Others,248
1997,Others,255
1998,Others,260
1999,Others,267
2000,Others,275
2001,Others,282
2002,Others,293
